#======== CAESAR RESULTS ======
# This ascii file contains source islands (or blobs) found by CAESAR.
# Source parameters are described in the header below.
# NB: Fitted components, if available, are reported in a different ascii file. 
#     We include here the total fitted flux density summed over all components.
#
# ---- HEADER ----
# name - Source name assigned by finder
# iauName - Source name in IAU notation
# npix - Number of pixels in source
# nComponents - Number of fitted components (=0 if fit not performed or failed)
# nNestedSources - Number of nested sources detected
# x - Source centroid in image coordinates along x axis 
# y - Source centroid in image coordinates along y axis 
# x_w - Source centroid in image coordinates along x axis, weighted by pixel fluxes 
# y_w - Source centroid in image coordinates along y axis, weighted by pixel fluxes 
# x_wcs - Source centroid in selected WCS coordinate (deg) along x axis
# y_wcs - Source centroid in selected WCS coordinate (deg) along y axis
# x_w_wcs - Source centroid in selected selected WCS coordinate (deg) along x axis, weighted by pixel fluxes
# y_w_wcs - Source centroid in selected selected WCS coordinate (deg) along y axis, weighted by pixel fluxes
# xmin - Source minimum pixel image coordinate along x axis
# xmax - Source maximum pixel image coordinate along x axis
# ymin - Source minimum pixel image coordinate along y axis
# ymax - Source maximum pixel image coordinate along y axis
# xmin_wcs - Source minimum pixel WCS coordinate (deg) along x axis
# xmax_wcs - Source maximum pixel WCS coordinate (deg) along x axis
# ymin_wcs - Source minimum pixel WCS coordinate (deg) along y axis
# ymax_wcs - Source maximum pixel WCS coordinate (deg) along y axis
# nu - Spectral axis value present in image header. If frequency it is given in GHz units.
# Stot - Sum of source pixel brightness in Jy/beam units.
# Smax - Maximum source pixel flux in Jy/beam units.
# S - Fitted source flux density in Jy units
# SErr - Fitted source flux density error in Jy units
# beamArea - Number of pixels in beam. Used to convert flux parameters from Jy/beam to Jy/pixel (e.g. Jy/pixel=Jy/beam/beamarea).
# bkgSum - Background estimator summed over all source pixels (in Jy/beam).
# rmsSum - Noise (rms) estimator summed over all source pixels (in Jy/beam).
# morphId - Source morphology tag (eUnknownMorph=0, eCompact=1, ePointLike=2, eExtended=3, eCompactPlusExtended=4, eDiffuse=5)
# sourcenessId - Sourceness flag (eReal=1, eCandidate=2, eFake=3)
# isGoodSource - Bool flag indicating if source was tagged as good (true) or bad (false) in the finding process
# sourceNestedLevel - Source nested level (0=mother source,1=nested source,...)
# ---------------
#
# name	iauName	npix	nComponents	nNestedSources	x	y	x_w	y_w	x_wcs(deg)	y_wcs(deg)	x_w_wcs(deg)	y_w_wcs(deg)	xmin	xmax	ymin	ymax	xmin_wcs(deg)	xmax_wcs(deg)	ymin_wcs(deg)	ymax_wcs(deg)	nu(GHz)	Stot(Jy/beam)	Smax(Jy/beam)	S(Jy)	Serr(Jy)	beamArea	bkgSum(Jy/beam)	rmsSum(Jy/beam)	morphId	sourcenessId	isGoodSource	sourceNestedLevel	
S1552	J231103.446-081933.23	306	0	0	7239.65	7369.23	7239.62	7369.24	347.76436	-8.3258964	347.76437	-8.3258933	7230	7249	7360	7378	347.76704	347.76176	-8.3284295	-8.323489	0	6.7885434	0.085746653	0	0	79.632425	-0.0016919662	0.13339171	1	2	1	0
S1553	J231103.449-081834.75	279	0	0	7239.57	7428.37	7239.57	7428.27	347.76437	-8.3096529	347.76437	-8.3096791	7230	7249	7419	7437	347.76703	347.76175	-8.3122245	-8.307284	0	4.5791745	0.05820993	0	0	79.632425	-0.002138482	0.11496158	1	2	1	0
S1554	J231020.457-081943.62	1297	0	0	7884.94	7359	7864.14	7375.85	347.58524	-8.3287829	347.59101	-8.3241532	7865	7906	7338	7380	347.59077	347.57939	-8.3345487	-8.3230154	0	-0.022649195	0.00083013368	0	0	79.632425	-0.038656544	0.37870533	1	2	1	0
S1555	J231006.473-081640.36	279	0	0	8094.82	7544.37	8094.98	7544.3	347.52697	-8.2778765	347.52693	-8.2778955	8085	8104	7536	7553	347.5297	347.52442	-8.280175	-8.2755061	0	3.4063946	0.042784274	0	0	79.632425	-0.0054916828	0.095434886	1	2	1	0
S1556	J230945.965-082125.45	179	0	0	8402.65	7256.03	8402.52	7256.06	347.44152	-8.3570691	347.44156	-8.3570599	8396	8410	7249	7263	347.44337	347.43948	-8.3589997	-8.3551539	0	0.83373607	0.011463713	0	0	79.632425	-0.0045883563	0.056369425	2	2	1	0
S1557	J230946.347-081943.64	1297	0	0	8396.94	7359	8408.41	7378.72	347.44311	-8.3287878	347.43993	-8.3233695	8377	8418	7338	7380	347.44865	347.43727	-8.3345556	-8.3230182	0	0.028325932	0.00054219546	0	0	79.632425	-0.018497132	0.37781318	1	2	1	0
S1558	J230935.298-081950.22	354	0	0	8562.78	7352.31	8562.91	7352.4	347.39708	-8.3306161	347.39704	-8.3305905	8552	8573	7342	7362	347.40007	347.39424	-8.333448	-8.3279533	0	10.51703	0.13114673	0	0	79.632425	-0.0089716638	0.13339788	1	2	1	0
S1559	J230943.569-081529.81	215	0	0	8438.67	7615.69	8438.91	7615.77	347.43154	-8.2582819	347.43147	-8.2582602	8430	8447	7608	7623	347.43395	347.42923	-8.2603953	-8.2562746	0	1.0860116	0.01357889	0	0	79.632425	-0.0057554398	0.071475988	2	2	1	0
S1560	J230923.650-082239.75	197	0	0	8737.55	7180.8	8737.45	7180.73	347.34854	-8.3777084	347.34857	-8.3777268	8730	8745	7173	7188	347.35064	347.34648	-8.3798507	-8.3757292	0	1.3514591	0.017737634	0	0	79.632425	-0.0040703314	0.082983276	2	2	1	0
S1561	J230912.188-081940.04	1507	0	0	8909.67	7362.47	8913.22	7382.17	347.30078	-8.3277894	347.2998	-8.3223775	8889	8930	7338	7391	347.30652	347.29515	-8.3345132	-8.3199507	0	4.9000932	0.063179016	0	0	79.632425	-0.032463263	0.55613541	1	2	1	0
S1562	J230902.825-081643.02	238	0	0	9050.32	7541.42	9050.33	7541.41	347.26177	-8.2786172	347.26177	-8.2786225	9042	9059	7533	7550	347.26408	347.25936	-8.2809323	-8.2762604	0	1.8294893	0.023589995	0	0	79.632425	-0.0059145916	0.072576812	2	2	1	0
S1563	J230851.326-082220.25	55	0	0	9222.71	7200.25	9222.69	7200.27	347.21386	-8.3722924	347.21386	-8.3722872	9219	9226	7196	7204	347.21489	347.21294	-8.3734617	-8.3712631	0	0.089996532	0.0022698354	0	0	79.632425	-0.0013582715	0.015766333	2	2	1	0
S1564	J230838.127-081943.14	1297	0	0	9420.94	7359	9413.99	7360.53	347.15886	-8.3286502	347.16079	-8.3282305	9401	9442	7338	7380	347.16439	347.15302	-8.3344217	-8.3228765	0	-0.049151696	0.0006490121	0	0	79.632425	-0.025101134	0.36052106	1	2	1	0
S1565	J230846.516-081635.91	333	0	0	9295.16	7548.46	9295.22	7548.38	347.19382	-8.2766407	347.1938	-8.2766612	9285	9305	7539	7558	347.19664	347.19109	-8.2792401	-8.2740175	0	6.3109808	0.079157807	0	0	79.632425	-0.0068896567	0.10355091	1	2	1	0
S1566	J230832.118-081532.42	95	0	0	9511.37	7612.48	9511.5	7612.58	347.13382	-8.2590058	347.13379	-8.2589797	9506	9517	7608	7617	347.13531	347.13226	-8.2602388	-8.2577641	0	0.24197779	0.0044257808	0	0	79.632425	-0.0028188553	0.031535245	2	2	1	0
S1567	J230813.428-082037.77	351	0	0	9791.6	7303.39	9791.74	7303.41	347.05595	-8.3438256	347.05591	-8.343819	9781	9803	7294	7313	347.05889	347.05279	-8.3464071	-8.341182	0	7.4058865	0.092027925	0	0	79.632425	-0.0087479722	0.10235237	1	2	1	0
S1568	J230758.400-082030.07	264	0	0	10017.2	7310.92	10017.2	7310.97	346.99334	-8.3416852	346.99333	-8.3416706	10008	10026	7302	7320	346.99588	346.99089	-8.3441374	-8.3391873	0	3.0521589	0.039358418	0	0	79.632425	-0.0079861083	0.095210026	1	2	1	0
S1569	J230804.016-081942.63	1297	0	0	9932.94	7359	9941.34	7369.62	347.01673	-8.3285076	347.01441	-8.3255884	9913	9954	7338	7380	347.02226	347.0109	-8.3342811	-8.322732	0	0.030164715	0.0010630169	0	0	79.632425	-0.047389443	0.45852384	1	2	1	0
S1570	J230757.980-081451.87	38	0	0	10023.9	7652.95	10023.9	7652.95	346.99158	-8.2477408	346.99158	-8.2477405	10021	10027	7650	7656	346.99239	346.99073	-8.2485514	-8.2469014	0	0.062166563	0.0020356104	0	0	79.632425	-0.00076325729	0.012545695	2	2	1	0
S1571	J230729.905-081941.94	1297	0	0	10444.9	7359	10452.2	7149.09	346.8746	-8.3283159	346.87249	-8.385967	10425	10466	7338	7380	346.88013	346.86877	-8.3340913	-8.3225382	0	-0.0088997724	0.00087569939	0	0	79.632425	-0.046965592	0.50420077	1	2	1	0
S1572	J230715.454-081907.48	93	0	0	10661.9	7393.49	10661.9	7393.33	346.81439	-8.3187447	346.81439	-8.3187889	10659	10665	7385	7403	346.81519	346.81354	-8.3210792	-8.3161325	0	0.27666696	0.0040402389	0	0	79.632425	-0.0025222332	0.055394992	2	2	1	0
S1573	J230715.591-081659.57	14	0	0	10660.1	7522.86	10660.1	7522.84	346.81496	-8.2832149	346.81496	-8.2832195	10659	10661	7521	7525	346.81526	346.8147	-8.2837255	-8.2826259	0	0.062910075	0.0050273817	0	0	79.632425	-0.00041819818	0.013384383	2	2	1	0
S1574	J230732.906-081611.51	101	0	0	10400.2	7571.88	10400.2	7571.82	346.88711	-8.2698639	346.88711	-8.2698804	10395	10406	7567	7577	346.88856	346.88551	-8.2712067	-8.2684556	0	0.29599318	0.0050111599	0	0	79.632425	-0.0033358805	0.038993592	2	2	1	0
S1575	J230717.544-081613.69	35	0	0	10630.8	7569.31	10630.8	7569.32	346.8231	-8.2704685	346.8231	-8.2704671	10628	10634	7567	7572	346.82388	346.82222	-8.2711054	-8.2697294	0	0.18236983	0.0067742285	0	0	79.632425	-0.00186844	0.034820062	2	2	1	0
S1576	J230713.959-081554.01	16	0	0	10684.7	7589.12	10684.7	7589.12	346.80816	-8.2650024	346.80816	-8.265004	10683	10687	7587	7591	346.80863	346.80752	-8.2655868	-8.2644863	0	0.07639057	0.0053748349	0	0	79.632425	-0.000675307	0.016886322	2	2	1	0
S1577	J230715.151-081539.97	445	0	0	10666.8	7603.35	10666.8	7603.32	346.81313	-8.2611041	346.81314	-8.2611123	10655	10679	7592	7615	346.8164	346.80975	-8.2642265	-8.2578982	0	95.479648	1.1824938	0	0	79.632425	-0.018781976	0.46965083	1	2	1	0
S1578	J230722.240-081528.22	29	0	0	10560.4	7615.41	10560.4	7615.41	346.84267	-8.2578386	346.84266	-8.2578397	10558	10563	7613	7618	346.84333	346.84195	-8.2585026	-8.2571271	0	0.098914017	0.0038112644	0	0	79.632425	-0.0011206069	0.021790061	2	2	1	0
S1579	J230712.774-081506.37	29	0	0	10702.6	7637.28	10702.6	7637.26	346.80323	-8.2517689	346.80322	-8.2517723	10700	10705	7635	7640	346.80393	346.80255	-8.2523952	-8.2510196	0	0.16038959	0.0068577332	0	0	79.632425	-0.0012239939	0.030606458	2	2	1	0
S1580	J230658.700-082030.94	194	0	0	10913.2	7308.64	10913.2	7308.8	346.74458	-8.3419274	346.74459	-8.3418838	10906	10921	7301	7316	346.74658	346.74242	-8.3440306	-8.3399031	0	1.1995449	0.016440077	0	0	79.632425	-0.0054248245	0.071511011	2	2	1	0
S1581	J230655.793-081941.07	1297	0	0	10956.9	7359	10949.1	7354.25	346.73247	-8.328075	346.73466	-8.329384	10937	10978	7338	7380	346.73799	346.72664	-8.3338523	-8.3222954	0	-0.080996647	0.00084924785	0	0	79.632425	-0.041134278	0.45214557	1	2	1	0
S1582	J230641.547-081750.37	269	0	0	11171	7470.54	11171	7470.35	346.67311	-8.2973237	346.6731	-8.2973761	11162	11180	7462	7479	346.6756	346.67062	-8.299674	-8.2949947	0	2.8607537	0.036700737	0	0	79.632425	-0.006919345	0.089379651	1	2	1	0
S1583	J230709.094-081751.56	34	0	0	10757.5	7470.12	10757.5	7470.11	346.78789	-8.2976543	346.78789	-8.2976563	10755	10760	7467	7473	346.78858	346.7872	-8.2985118	-8.2968614	0	0.071415748	0.0024067408	0	0	79.632425	-0.0010178632	0.015396899	2	2	1	0
S1584	J230708.025-081639.09	53	0	0	10773.7	7543.38	10773.7	7543.39	346.78344	-8.277525	346.78343	-8.2775216	10770	10778	7540	7547	346.78446	346.78224	-8.2784544	-8.276528	0	0.13316557	0.0033053875	0	0	79.632425	-0.0015106937	0.025284744	2	2	1	0
S1585	J230708.126-081551.98	88	0	0	10772.2	7591.02	10772.2	7591.01	346.78386	-8.2644395	346.78388	-8.2644441	10766	10779	7587	7595	346.78559	346.78199	-8.2655474	-8.2633438	0	0.23090657	0.0035925936	0	0	79.632425	-0.0027386767	0.043242438	2	2	1	0
S1586	J230708.534-081434.38	23	0	0	10766.3	7669.52	10766.3	7669.56	346.78556	-8.242882	346.78555	-8.2428715	10764	10768	7667	7672	346.78619	346.78508	-8.2435757	-8.2422004	0	0.051808962	0.0025607545	0	0	79.632425	-0.0007157905	0.011302001	2	2	1	0
S1587	J230621.680-081940.03	1297	0	0	11468.9	7359	11468.5	7345.45	346.59033	-8.327785	346.59045	-8.3315067	11449	11490	7338	7380	346.59585	346.5845	-8.3335642	-8.3220033	0	0.0091192315	0.0005945384	0	0	79.632425	-0.040716123	0.41641966	1	2	1	0
S1588	J230630.149-081949.22	190	0	0	11341.8	7349.97	11342	7350.08	346.62562	-8.3303399	346.62558	-8.3303099	11334	11349	7343	7357	346.62778	346.62363	-8.3322599	-8.3284058	0	1.0086967	0.014078499	0	0	79.632425	-0.0047416323	0.057129478	2	2	1	0
S1589	J230546.779-082215.30	148	0	0	11992.3	7200.7	11992.3	7200.63	346.44491	-8.3709166	346.44492	-8.3709334	11986	11998	7194	7207	346.44666	346.44334	-8.3727602	-8.3691811	0	0.52073506	0.0076049953	0	0	79.632425	-0.0031692492	0.043268457	2	2	1	0
S1590	J230547.565-081938.80	1297	0	0	11980.9	7359	11960.7	7360.1	346.44819	-8.3274458	346.45382	-8.3271571	11961	12002	7338	7380	346.45371	346.44236	-8.3332269	-8.3216621	0	-0.029421442	0.00095802074	0	0	79.632425	-0.033251917	0.38235679	1	2	1	0
S1591	J230551.142-081840.26	237	0	0	11927.4	7418.34	11927.2	7418.43	346.46309	-8.3111839	346.46314	-8.3111589	11919	11936	7410	7426	346.46542	346.46071	-8.313481	-8.3090745	0	1.7944366	0.023150094	0	0	79.632425	-0.0027886371	0.06956565	2	2	1	0
S1592	J230554.518-081643.90	142	0	0	11877	7536.15	11877	7536.21	346.47716	-8.2788605	346.47718	-8.2788456	11871	11884	7530	7542	346.47883	346.47523	-8.2805552	-8.2772503	0	0.47055805	0.0070375372	0	0	79.632425	-0.0021480269	0.042632317	2	2	1	0
S1593	J230530.131-081534.47	50	0	0	12243.3	7605.4	12243.2	7605.36	346.37555	-8.2595762	346.37556	-8.2595858	12240	12247	7602	7609	346.37646	346.37452	-8.2605125	-8.2585846	0	0.11826547	0.0031578487	0	0	79.632425	-0.0010521735	0.021285648	2	2	1	0
S1594	J230542.637-081444.61	196	0	0	12055.7	7656.34	12055.9	7656.38	346.42765	-8.2457252	346.42761	-8.2457125	12048	12063	7649	7664	346.42979	346.42563	-8.2477459	-8.2436151	0	1.1936069	0.015308611	0	0	79.632425	-0.0040080227	0.07756631	2	2	1	0
S1595	J230513.449-081937.41	1297	0	0	12492.9	7359	12473.4	7368.35	346.30604	-8.3270574	346.31147	-8.3245052	12473	12514	7338	7380	346.31156	346.30021	-8.3328405	-8.3212717	0	-0.029256671	0.0010519893	0	0	79.632425	-0.035060492	0.62215634	1	2	1	0
S1596	J230430.501-082117.40	158	0	0	13137.1	7255.84	13137	7255.87	346.12709	-8.3548332	346.1271	-8.3548234	13131	13144	7249	7262	346.12877	346.12518	-8.3567162	-8.3531336	0	0.7256595	0.010304487	0	0	79.632425	-0.0050338243	0.057313388	2	2	1	0
S1597	J230439.332-081935.83	1297	0	0	13004.9	7359	12991.1	7354.63	346.16388	-8.3266199	346.16772	-8.3278317	12985	13026	7338	7380	346.1694	346.15805	-8.3324048	-8.3208321	0	-0.022347668	0.00093211705	0	0	79.632425	-0.037252959	0.52580394	1	2	1	0
S1598	J230405.212-081934.08	1297	0	0	13516.9	7359	13529.3	7346.64	346.02172	-8.3261331	346.01826	-8.3295157	13497	13538	7338	7380	346.02723	346.01589	-8.33192	-8.3203434	0	-0.014860305	0.00098130596	0	0	79.632425	-0.034221755	0.4774908	1	2	1	0
S1599	J230348.109-081939.12	210	0	0	13773.6	7352.95	13773.5	7353.07	345.95046	-8.3275322	345.95046	-8.3274987	13766	13782	7345	7361	345.95254	345.94812	-8.3297229	-8.3253117	0	1.6795409	0.022391161	0	0	79.632425	-0.0031230746	0.085699808	2	2	1	0
S1600	J230349.097-081839.97	80	0	0	13759	7412.82	13759	7412.86	345.95457	-8.3111016	345.95456	-8.3110932	13755	13763	7408	7418	345.95567	345.95346	-8.312431	-8.309676	0	0.19492098	0.0037262843	0	0	79.632425	-0.0012500758	0.030667025	2	2	1	0
S1601	J230335.620-082211.73	24	0	0	13960.3	7197.88	13960.4	7197.86	345.89841	-8.3699254	345.89841	-8.3699298	13958	13963	7196	7200	345.89906	345.89768	-8.3704429	-8.3693388	0	0.049392151	0.0023520892	0	0	79.632425	-0.00041722335	0.010623075	2	2	1	0
S1602	J230331.091-081932.15	1297	0	0	14028.9	7359	14041.7	7357.4	345.87955	-8.3255972	345.87599	-8.3260221	14009	14050	7338	7380	345.88506	345.87372	-8.331386	-8.3198054	0	-0.065558199	0.00099805673	0	0	79.632425	-0.032898354	0.53761153	1	2	1	0
S1603	J230315.744-081709.62	304	0	0	14259.8	7502.21	14259.9	7502.43	345.8156	-8.2860056	345.81559	-8.2859433	14250	14270	7493	7511	345.81832	345.81278	-8.2885456	-8.283579	0	5.9895077	0.074885339	0	0	79.632425	-0.0076265152	0.13886619	1	2	1	0
S1604	J230341.194-081559.71	25	0	0	13878.2	7574.44	13878.2	7574.42	345.92164	-8.266587	345.92165	-8.2665931	13876	13880	7572	7577	345.92225	345.92114	-8.2672595	-8.2658819	0	0.044203608	0.0020006152	0	0	79.632425	-0.00044575348	0.0096296914	2	2	1	0
S1605	J230256.967-081930.04	1297	0	0	14540.9	7359	14573.1	7362.12	345.73736	-8.325012	345.72845	-8.3241166	14521	14562	7338	7380	345.74287	345.73154	-8.3308027	-8.3192183	0	-0.015696464	0.001129953	0	0	79.632425	-0.027690684	0.61734368	1	2	1	0
S1606	J230309.062-081723.47	81	0	0	14360	7487.78	14360	7487.75	345.78776	-8.2898538	345.78776	-8.2898613	14355	14365	7483	7492	345.78915	345.78638	-8.2911719	-8.2886884	0	0.25440666	0.0047979532	0	0	79.632425	-0.0017735559	0.039994763	2	2	1	0
S1607	J230255.179-081613.10	187	0	0	14568.7	7558.06	14568.7	7558.19	345.72991	-8.2703052	345.72991	-8.270268	14562	14576	7551	7565	345.73175	345.72788	-8.2722519	-8.26839	0	1.7943266	0.025038935	0	0	79.632425	-0.0016649719	0.10206622	2	2	1	0
S1608	J230222.841-081927.76	1297	0	0	15052.9	7359	16080.9	6983.29	345.59517	-8.3243777	345.30907	-8.4261447	15033	15074	7338	7380	345.60068	345.58935	-8.3301703	-8.3185819	0	-0.0008277777	0.0012656333	0	0	79.632425	-0.027636613	0.56054856	1	2	1	0
S1609	J230131.438-082224.75	210	0	0	15823.1	7176.18	15823	7176.27	345.38099	-8.3735424	345.38101	-8.3735179	15815	15831	7169	7184	345.38323	345.37881	-8.3755263	-8.3713835	0	1.7648268	0.023180818	0	0	79.632425	-0.0046745189	0.095583432	2	2	1	0
S1610	J230140.656-082021.88	300	0	0	15685.5	7301.16	15685.6	7301.28	345.4194	-8.3394122	345.41937	-8.3393773	15676	15695	7292	7311	345.42202	345.41677	-8.3419405	-8.3366953	0	5.8634961	0.073037416	0	0	79.632425	-0.0033143283	0.14019352	1	2	1	0
S1611	J230145.606-082008.43	125	0	0	15611.3	7315.14	15611.3	7315.07	345.44002	-8.3356742	345.44002	-8.3356945	15605	15617	7310	7321	345.44177	345.43845	-8.3370959	-8.3340579	0	0.5641759	0.0090074614	0	0	79.632425	-0.00058004497	0.055766054	2	2	1	0
S1612	J230148.712-081925.30	1297	0	0	15564.9	7359	15544.2	7385.8	345.45297	-8.3236941	345.45875	-8.3163611	15545	15586	7338	7380	345.45848	345.44715	-8.3294886	-8.3178963	0	-0.045594897	0.0016075608	0	0	79.632425	-0.014825565	0.57035446	1	2	1	0
S1613	J230149.716-081615.60	204	0	0	15550.9	7550.93	15551	7550.78	345.45715	-8.2709989	345.45712	-8.2710387	15543	15559	7544	7558	345.45933	345.4549	-8.2729121	-8.2690449	0	1.5392504	0.020466393	0	0	79.632425	-0.0052995178	0.081843974	2	2	1	0
S1614	J230114.581-081922.66	1297	0	0	16076.9	7359	16082.7	7368.42	345.31075	-8.3229613	345.30917	-8.3203635	16057	16098	7338	7380	345.31626	345.30493	-8.3287577	-8.3171614	0	-0.025867984	0.0010845945	0	0	79.632425	-0.027763447	0.56389785	1	2	1	0
S1615	J231845.630-081243.02	34	0	0	301.676	7763.15	301.693	7763.12	349.69013	-8.2119513	349.69012	-8.2119577	299	304	7760	7766	349.69087	349.68948	-8.2128117	-8.2111712	0	0.092251058	0.003351954	0	0	79.632425	-0.0011194818	0.018702954	2	2	1	0
S1616	J231852.038-081055.87	1297	0	0	204.938	7871	149.314	7854.32	349.71683	-8.1821858	349.7323	-8.1866834	185	226	7850	7892	349.72239	349.71095	-8.1879228	-8.1764487	0	0.025898181	0.0014649376	0	0	79.632425	-0.022368356	0.73218383	1	2	1	0
S1617	J231832.114-080658.51	83	0	0	502.639	8112.65	502.583	8112.73	349.63381	-8.1162522	349.63382	-8.1162307	498	507	8108	8117	349.6351	349.63259	-8.1175228	-8.1150639	0	0.32269376	0.006260152	0	0	79.632425	0	0.045932999	2	2	1	0
S1618	J231817.918-081058.54	1297	0	0	716.938	7871	676.04	7912.67	349.57466	-8.1829282	349.58595	-8.1714249	697	738	7850	7892	349.58022	349.56878	-8.1886671	-8.1771891	0	0.03375624	0.0014774697	0	0	79.632425	-0.028035568	0.72225242	1	2	1	0
S1619	J231746.811-081214.36	176	0	0	1184.12	7796.63	1184.23	7796.58	349.44505	-8.2039877	349.44502	-8.2040016	1176	1191	7790	7803	349.44731	349.44313	-8.2057982	-8.2022474	0	1.2662839	0.017506728	0	0	79.632425	-0.0026489335	0.083405494	2	2	1	0
S1620	J231743.801-081101.04	1297	0	0	1228.94	7871	1307.24	7853.19	349.4325	-8.1836213	349.41079	-8.1886141	1209	1250	7850	7892	349.43807	349.42663	-8.1893622	-8.1778802	0	-0.020663094	0.0011533919	0	0	79.632425	-0.02586882	0.61619211	1	2	1	0
S1621	J231714.900-081321.36	286	0	0	1663.31	7731.08	1663.54	7730.99	349.31209	-8.2225997	349.31202	-8.2226252	1654	1672	7722	7740	349.31468	349.30966	-8.2250823	-8.2201605	0	6.4615805	0.082177006	0	0	79.632425	-0.00035115917	0.16849456	1	2	1	0
S1622	J231712.791-081322.02	275	0	0	1694.97	7730.55	1694.87	7730.65	349.3033	-8.2227833	349.30332	-8.2227575	1686	1704	7722	7739	349.3058	349.30078	-8.2251214	-8.2204742	0	5.9525746	0.076029733	0	0	79.632425	-0.0027996162	0.16563713	1	2	1	0
S1623	J231709.686-081103.36	1297	0	0	1740.94	7871	1728.2	7862.19	349.29036	-8.1842653	349.29391	-8.1866698	1721	1762	7850	7892	349.29592	349.28449	-8.1900081	-8.1785221	0	0.036544453	0.0016948857	0	0	79.632425	-0.032277829	0.7456631	1	2	1	0
S1624	J231653.117-080836.18	63	0	0	1988.98	8020.92	1988.96	8020.93	349.22132	-8.1433821	349.22133	-8.1433807	1985	1993	8017	8025	349.22243	349.2202	-8.1444543	-8.1422664	0	0.16304097	0.0033693095	0	0	79.632425	-0.0013420034	0.03145769	2	2	1	0
S1625	J231635.574-081105.50	1297	0	0	2252.94	7871	2144.59	6274.32	349.14823	-8.18486	349.1802	-8.6232817	2233	2274	7850	7892	349.15378	349.14236	-8.1906047	-8.1791148	0	-0.0006549937	0.0019422474	0	0	79.632425	-0.03870642	0.68870825	1	2	1	0
S1626	J231644.494-080949.69	141	0	0	2118.73	7947.11	2118.68	7946.93	349.18539	-8.163803	349.18541	-8.1638529	2113	2124	7941	7954	349.18699	349.18392	-8.1654756	-8.1619176	0	0.63002445	0.0086238915	0	0	79.632425	-0.0032139024	0.070149587	2	2	1	0
S1627	J231630.840-080702.41	243	0	0	2323	8117.13	2323.01	8117.24	349.1285	-8.1173352	349.1285	-8.117306	2314	2332	8109	8125	349.13101	349.126	-8.1195587	-8.115184	0	3.1474014	0.040921964	0	0	79.632425	-0.0034475983	0.12038742	1	2	1	0
S1628	J231601.551-081146.87	250	0	0	2763.8	7831.13	2763.71	7831.12	349.00646	-8.1963536	349.00648	-8.1963555	2755	2772	7823	7839	349.00891	349.00418	-8.1985781	-8.1942009	0	3.7458227	0.048606515	0	0	79.632425	-0.0059341808	0.12391106	1	2	1	0
S1629	J231601.465-081107.46	1297	0	0	2764.94	7871	2807.93	7860.2	349.0061	-8.1854056	348.99418	-8.1884142	2745	2786	7850	7892	349.01166	349.00023	-8.1911522	-8.1796583	0	-0.018029383	0.0011090047	0	0	79.632425	-0.023990503	0.64453687	1	2	1	0
S1630	J231605.047-081106.59	131	0	0	2711.15	7871.68	2711.2	7871.62	349.02103	-8.1851631	349.02102	-8.18518	2705	2718	7866	7878	349.02274	349.01912	-8.1867167	-8.1834342	0	0.75374685	0.011928766	0	0	79.632425	-0.0019122138	0.067238481	2	2	1	0
S1631	J231543.575-080744.36	295	0	0	3032.75	8077.38	3032.68	8077.42	348.93156	-8.1289879	348.93158	-8.1289762	3024	3043	8068	8086	348.934	348.92871	-8.1315547	-8.1266292	0	5.9192756	0.074147932	0	0	79.632425	-0.0047888109	0.13517692	1	2	1	0
S1632	J231527.357-081109.25	1297	0	0	3276.94	7871	3270	7873.99	348.86399	-8.185902	348.86591	-8.1850727	3257	3298	7850	7892	348.86954	348.85812	-8.1916505	-8.1801527	0	-0.04922631	0.0012345166	0	0	79.632425	-0.036358678	0.62493965	1	2	1	0
S1633	J231453.251-081110.86	1297	0	0	3788.94	7871	3778.66	7867.3	348.72188	-8.1863492	348.72474	-8.1873566	3769	3810	7850	7892	348.72743	348.71602	-8.1920996	-8.1805979	0	-0.089872722	0.0010648338	0	0	79.632425	-0.035477222	0.62123507	1	2	1	0
S1634	J231455.503-080718.66	55	0	0	3754.42	8105.73	3754.41	8105.7	348.73126	-8.1218502	348.73126	-8.1218586	3750	3759	8103	8109	348.73249	348.72999	-8.1225956	-8.1209551	0	0.15296332	0.0036953615	0	0	79.632425	-0.0010546925	0.027984605	2	2	1	0
S1635	J231444.114-080705.06	159	0	0	3925.38	8119.99	3925.27	8119.99	348.68381	-8.118073	348.68384	-8.1180733	3919	3932	8113	8127	348.68558	348.68197	-8.1199871	-8.1161523	0	0.95619714	0.013765432	0	0	79.632425	-0.0037026201	0.07422188	2	2	1	0
S1636	J231414.743-081405.21	79	0	0	4367.52	7696.29	4367.54	7696.29	348.56143	-8.2347797	348.56142	-8.2347795	4363	4372	7692	7701	348.56269	348.56018	-8.235955	-8.2334895	0	0.23240458	0.0044442988	0	0	79.632425	-0.00084981788	0.03588412	2	2	1	0
S1637	J231418.150-081329.54	85	0	0	4316.27	7732.22	4316.21	7732.25	348.57563	-8.2248735	348.57564	-8.2248667	4312	4321	7727	7737	348.57682	348.57431	-8.2263051	-8.2235651	0	0.2925877	0.0055384696	0	0	79.632425	-0.00098538089	0.040149418	2	2	1	0
